Images,Vegan or/and  Vegetarian,Meal Type,Menu Item,Calories,Protein,Carbs,Fat,Sugar,Sodium (mg),Ingredients 
https://readyfitgo.com/assets/products/1655461156_steak-eggs_62ac552474c9a-m.jpg,,Breakfast,Steak & Eggs (S)*,369.00,31.00,25.00,16.00,4.00,769.00,"Allergens: Eggs | Ingredients for Consumer Use: steak, eggs, red potatoes"
https://readyfitgo.com/assets/products/1655460960_caveman-copy_62ac5460456ad-m.jpg,,,Steak & Sweet Potato (L)*,332.00,35.00,30.00,8.00,0.00,0.00,"Beef tri-tip, mashed sweet potatoes, broccoli, gluten-free teriyaki marinade, steak seasoning, and Worcestershire sauce. "
https://readyfitgo.com/assets/products/1655460960_caveman-copy_62ac5460456ad-m.jpg,,,Steak & Sweet Potato (S)*,250.00,25.00,24.00,6.00,0.00,0.00,"Beef tri-tip, mashed sweet potatoes, broccoli, gluten-free teriyaki marinade, steak seasoning, and Worcestershire sauce. "
https://readyfitgo.com/assets/products/1655460826_steak-salad_62ac53dad143c-m.jpg,,Snack,Steak Salad*,507.00,46.00,27.00,23.00,17.00,874.00,"Organic Spring Mix, Bleu Cheese, Cherry Tomatoes, Balsamic Vinegar Dressing, Tri Tip Steak, Red Onions"
https://readyfitgo.com/assets/products/1655460763_steel-cut-oats_62ac539b3e035-m.jpg,Vegetarian,Breakfast and Snack,Steel Cut Oats*,366.00,11.00,67.00,6.00,10.00,22.00,"Allergens: Gluten | Ingredients for Consumer Use: Steel Cut Oats, Strawberries, Blueberries, Almond Milk"
https://readyfitgo.com/assets/products/1655460953_sweet-potato-smart-chicken-2_62ac5459a52a2-m.jpg,,,Sweet Potato Chicken (L)*,311.00,30.00,41.00,4.00,12.00,511.00,"Allergens: | Ingredients for Consumer Use: chicken, yams, broccoli"
https://readyfitgo.com/assets/products/1655460953_sweet-potato-smart-chicken-2_62ac5459a52a2-m.jpg,,,Sweet Potato Chicken (S)*,247.00,22.00,35.00,3.00,10.00,378.00,"Allergens: | Ingredients for Consumer Use: chicken, yams, broccoli"
https://readyfitgo.com/assets/products/1655460820_taco-rice_62ac53d4a2e42-m.jpg,,,Taco Rice (L)*,609.00,50.00,46.00,25.00,1.00,414.00,"ground turkey, taco seasoning, brown rice, cheddar cheese, green onion"
https://readyfitgo.com/assets/products/1655460820_taco-rice_62ac53d4a2e42-m.jpg,,,Taco Rice (S)*,468.00,36.00,36.00,20.00,0.00,0.00,"ground turkey, taco seasoning, brown rice, cheddar cheese, green onion"
https://readyfitgo.com/assets/products/1684518087_995a3503_6467b4c72488e-m.jpg,,,Taco Salad*,610.00,46.00,30.00,34.00,5.00,315.00,"Allergens: | Ingredients for Consumer Use: spring mix, ground turkey, kidney beans, tomatoes, corn, bbq sauce, jalapeno ranch dressing"
https://readyfitgo.com/assets/products/1655460859_teriyaki-chicken-3_62ac53fb1b6b0-m.jpg,,,Teriyaki Chicken Bowl (L)*,419.00,45.00,44.00,7.00,2.00,152.00,"Allergens: | Ingredients for Consumer Use: chicken breast, brown rice, broccoli, teriyaki sauce"
https://readyfitgo.com/assets/products/1655460859_teriyaki-chicken-3_62ac53fb1b6b0-m.jpg,,,Teriyaki Chicken Bowl (S)*,305.00,34.00,31.00,5.00,3.00,104.00,"Allergens: | Ingredients for Consumer Use: chicken breast, brown rice, broccoli, teriyaki sauce"
https://readyfitgo.com/assets/products/1655460693_turkey-meatball-zoodles_62ac53555578a-m.jpg,,,Turkey Meatball Zoodles (L)*,385.00,34.00,24.00,17.00,11.00,750.00,"zucchini noodles, marinara, ground turkey, parmesan cheese, parsley"
https://readyfitgo.com/assets/products/1655460693_turkey-meatball-zoodles_62ac53555578a-m.jpg,,,Turkey Meatball Zoodles (S)*,293.00,23.00,21.00,13.00,6.00,467.00,"zucchini noodles, marinara, ground turkey, parmesan cheese, parsley"
https://readyfitgo.com/assets/products/1655461090_turkey-chili-mac_62ac54e28e3bd-m.jpg,,,Turkeylicious Chili (L),474.00,43.00,46.00,14.00,0.00,380.00,"ground turkey, onion, kidney beans, diced tomato, tomato puree"
https://readyfitgo.com/assets/products/1685320013_995a0311_6473f14d0e793-m.jpg,Vegan and Vegetarian,,Vegan Carrot Curry (L),560.00,12.00,77.00,14.00,0.00,0.00,"Chick peas, Carrots, Curry powder, Coconut milk, Tomato, Spinach, Brown rice, Lime"
https://readyfitgo.com/assets/products/1685320013_995a0311_6473f14d0e793-m.jpg,Vegan and Vegetarian,,Vegan Carrot Curry (S),440.00,14.00,60.00,11.00,0.00,0.00,"Chick peas, Carrots, Curry powder, Coconut milk, Tomato, Spinach, Brown rice, Lime"
https://readyfitgo.com/assets/products/1655460455_vegan-enchilada_62ac52675c982-m.jpg,Vegan and Vegetarian,,Vegan Enchilada,415.00,18.00,46.00,19.00,0.00,0.00,"Allergens: | Ingredients for Consumer Use: corn tortilla, cilantro lime beyond meat, enchilada sauce, vegan almond cheese, red salsa, rice "
https://readyfitgo.com/assets/products/1655461034_veggie-mac-3_62ac54aaeaeb6-m.jpg,Vegan and Vegetarian,,Vegan Get Yo Mac On,689.00,30.00,84.00,26.00,0.00,529.00,"Allergens: | Ingredients for Consumer Use: gluten free elbow pasta, beyond meat, onion, vegan almond cheese"
https://readyfitgo.com/assets/products/1655460739_vegan-lasagna_62ac538377154-m.jpg,Vegan and Vegetarian,,Vegan Lasagna,452.00,19.00,71.00,13.00,0.00,490.00,"Allergens: | Ingredients for Consumer Use: gluten free lasagna, zucchini, mushrooms, red onion, spinach, yeast, garlic, black pepper, paprika, garlic, almond cheese"
https://readyfitgo.com/assets/products/1685320342_995a0314_6473f296c4f1a-m.jpg,Vegan and Vegetarian,,Vegan Tikki Masala (L),472.00,14.00,68.00,16.00,0.00,0.00,"Chick pea, Cauliflower, Bell pepper, Coconut milk, Tomato, Brown rice, Cilantro, Lime"
https://readyfitgo.com/assets/products/1685320342_995a0314_6473f296c4f1a-m.jpg,Vegan and Vegetarian,,Vegan Tikki Masala (S),360.00,11.00,52.00,12.00,0.00,0.00,"Chick pea, Cauliflower, Bell pepper, Coconut milk, Tomato, Brown rice, Cilantro, Lime"
https://readyfitgo.com/assets/products/1655460733_vegan-vinnys-pasta_62ac537d8358b-m.jpg,Vegan and Vegetarian,,Vegan Turkey Fit Pasta,502.00,26.00,50.00,22.00,0.00,896.00,"Allergens: | Ingredients for Consumer Use: Gluten Free Elbow Pasta, Beyond Burger, Marinara Sauce, Vegan Parmesan Cheese"
